"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"249","1.47087899951819","16.8154987358151","0","0","0","region","country","points","1","11"
"128","1.25145407655455","16.7824903010114","0","0","0","region","country","points","1","11"
"175","1.10859789982854","16.1282739456394","0","0","0","region","country","points","1","11"
"162","0.970070698154832","16.6539738540297","0","0","0","region","country","points","1","11"
"60","0.997397353172497","16.6242121505182","0","0","0","region","country","points","1","11"
"55","1.27526343934222","16.7400122332722","0","0","0","region","country","points","1","11"
"117","1.26552324547454","16.0211318129979","0","0","0","region","country","points","1","11"
"243","0.928945435157949","16.1041940218892","0","0","0","region","country","points","1","11"
"285","1.35102050275753","15.8574424436844","0","0","0","region","country","points","1","11"
"71","1.16379233174541","15.9245415570558","0","0","0","region","country","points","1","11"
"181","1.17515589125771","15.9453747495139","0","0","0","region","country","points","1","11"
"102","1.16920355056079","15.9513270902162","0","0","0","region","country","points","1","11"
"296","1.02905298324247","16.1158281423528","0","0","0","region","country","points","1","11"
"103","1.50605192181815","16.428326029224","0","0","0","region","country","points","1","11"
"279","1.50226406864738","16.4653928781429","0","0","0","region","country","points","1","11"
"25","1.57423327889193","16.2318987860478","0","0","0","region","country","points","1","11"
"196","1.04149878651784","15.9513270902162","0","0","0","region","country","points","1","11"
"208","1.14539418777312","16.2021370825363","0","0","0","region","country","points","1","11"
"281","1.11319743582161","16.0871486826053","0","0","0","region","country","points","1","11"
"131","1.52012109073814","16.697263604592","0","0","0","region","country","points","1","11"
"14","0.927863191394874","16.0922893404846","0","0","0","region","country","points","1","11"
"187","0.897830926969519","16.697263604592","0","0","0","region","country","points","1","11"
"97","1.49117107007586","16.4751330720195","0","0","0","region","country","points","1","11"
"126","1.32667001808833","16.1994314731261","0","0","0","region","country","points","1","11"
"68","1.42001354265362","16.6620906822602","0","0","0","region","country","points","1","11"
"50","1.13538343296467","15.9442925057499","0","0","0","region","country","points","1","11"
