"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_class"
"228","1.36995976861136","16.3563568189143","354","0.0114037314138916","3.45393916842796","Sangha","Republic of Congo","points","1","31"
"68","1.24712510150225","15.8409382262825","452","0.0185634910590584","1.96845497506127","Sangha","Republic of Congo","points","1","31"
"246","1.24279612644995","16.5059770192951","354","0.00309203049598742","2.87698106030891","Sangha","Republic of Congo","points","1","31"
"29","1.24036107798303","16.755704767851","371","0.0100062298443369","4.46588038918201","Sangha","Republic of Congo","points","1","31"
"83","1.23900827327918","16.6361168319228","357","0.00266925479702195","2.72576938815226","Sangha","Republic of Congo","points","1","31"
"178","1.21168161826152","16.755704767851","372","0.00886137815223679","3.54813693795926","Sangha","Republic of Congo","points","1","31"
"284","1.19409515711153","15.9556560652725","410","0.0189780045855406","0.265853032429427","Sangha","Republic of Congo","points","1","31"
"245","1.06639039306858","16.1959141808929","424","0.00727882595732008","0.729561854526407","Sangha","Republic of Congo","points","1","31"
"50","1.03040578794631","16.1940202543058","426","0.00708785269983033","0.728139157571535","Sangha","Republic of Congo","points","1","31"
"196","1.53310801589505","15.8471611279258","458","0.0057926834974826","3.79137261671216","Sangha","Republic of Congo","points","1","32"
"148","1.53310801589505","15.8479728107489","458","0.0057926834974826","3.79137261671216","Sangha","Republic of Congo","points","1","32"
"279","1.50199350770662","15.8723232954401","456","0.00926204842849167","2.10901628104074","Sangha","Republic of Congo","points","1","32"
"295","1.49847621547662","15.8877452690779","433","0.0024804424749766","5.10524593009637","Sangha","Republic of Congo","points","1","32"
"118","1.48332480279356","15.9004616333056","432","0.00418367684248647","2.63719959421695","Sangha","Republic of Congo","points","1","32"
"200","1.45491590401282","15.9973224501886","466","0.00638874601741901","5.65120954325082","Sangha","Republic of Congo","points","1","32"
"276","1.45221029460513","15.830927471465","464","0.00461486301591198","4.83024209384177","Sangha","Republic of Congo","points","1","32"
"250","1.44842244143436","16.3671792565548","391","0.0083098439653605","2.49790854736699","Sangha","Republic of Congo","points","1","32"
