"ID","YCOORD","XCOORD","ELEVATION","SLOPE","ASPECT","ADM1_NAME","COUNTRY","GEOMETRY","AREA","map_code"
"70","1.25659473442917","15.8777345142604","0","0","0","region","country","points","1","11"
"93","1.32207048209525","16.3972115210074","0","0","0","region","country","points","1","11"
"353","1.52282670014583","16.2446151502755","0","0","0","region","country","points","1","11"
"891","1.43462383345514","16.1231332877602","0","0","0","region","country","points","1","11"
"422","1.18110823195462","16.0711855870855","0","0","0","region","country","points","1","11"
"482","0.882679514286457","16.1280033846984","0","0","0","region","country","points","1","11"
"698","1.14701755341773","15.8247045698217","0","0","0","region","country","points","1","11"
"573","1.54555381917042","15.8977560238955","0","0","0","region","country","points","1","11"
"244","1.25226575937686","16.3547334532682","0","0","0","region","country","points","1","11"
"160","1.02634737383478","16.1913146448957","0","0","0","region","country","points","1","11"
"846","1.16866242867925","16.2532731003879","0","0","0","region","country","points","1","11"
"520","1.33857469948216","15.9827121593739","0","0","0","region","country","points","1","11"
"724","0.888631854983374","16.6904995810666","0","0","0","region","country","points","1","11"
"182","0.805028524285764","16.1661524773814","0","0","0","region","country","points","1","11"
"66","1.35507891686907","16.042776688279","0","0","0","region","country","points","1","11"
"250","0.844800982578802","16.5966149345348","0","0","0","region","country","points","1","11"
"46","1.39133408293211","16.4310316386342","0","0","0","region","country","points","1","11"
"565","0.810710304041912","16.4805442908397","0","0","0","region","country","points","1","11"
"68","1.0566501992009","16.6715603151957","0","0","0","region","country","points","1","11"
"651","1.00930203456633","16.6553266587348","0","0","0","region","country","points","1","11"
"895","1.2492895890284","15.8826046111987","0","0","0","region","country","points","1","11"
"431","1.36157237944752","16.0479173461583","0","0","0","region","country","points","1","11"
"816","1.24414893115379","16.7800552525423","0","0","0","region","country","points","1","11"
"33","1.53906035659196","16.2400156142782","0","0","0","region","country","points","1","11"
"374","1.22115125118843","16.8406609033294","0","0","0","region","country","points","1","11"
"303","1.44436402732283","16.0481879070993","0","0","0","region","country","points","1","11"
"712","1.32098823833218","15.8769228314374","0","0","0","region","country","points","1","11"
"253","0.849129957631105","15.9483509198651","0","0","0","region","country","points","1","11"
"504","0.940579555611015","16.1737281837298","0","0","0","region","country","points","1","11"
"365","1.56746925537271","16.2559787097981","0","0","0","region","country","points","1","11"
"668","1.41000278784517","16.1645291117353","0","0","0","region","country","points","1","11"
"696","1.57856225394423","16.1188043127039","0","0","0","region","country","points","1","11"
"41","1.44679907578975","16.0094976925343","0","0","0","region","country","points","1","11"
"478","1.41352008007516","16.2262170062865","0","0","0","region","country","points","1","11"
"61","1.2257507871815","16.0170733988827","0","0","0","region","country","points","1","11"
"236","0.900536536377208","16.2892577055428","0","0","0","region","country","points","1","11"
"36","1.19734188840076","16.2113361545307","0","0","0","region","country","points","1","11"
"222","1.46952619481434","16.1802216463141","0","0","0","region","country","points","1","11"
"851","1.17921430536924","16.2673422693207","0","0","0","region","country","points","1","11"
"6","1.0531329069709","15.8652887109738","0","0","0","region","country","points","1","11"
"276","1.56043467091271","16.678594899662","0","0","0","region","country","points","1","11"
"826","1.37969996247904","16.5262690898711","0","0","0","region","country","points","1","11"
"97","1.20302366815691","16.2181001780561","0","0","0","region","country","points","1","11"
"354","1.45139861178282","16.7267547471625","0","0","0","region","country","points","1","11"
"153","1.48332480279356","16.561712573144","0","0","0","region","country","points","1","11"
"464","1.23494985916765","16.0111210581803","0","0","0","region","country","points","1","11"
"529","1.52012109073814","16.3723199144341","0","0","0","region","country","points","1","11"
"897","1.38835791258365","16.7998062012363","0","0","0","region","country","points","1","11"
"785","1.21276386202459","15.8839574159037","0","0","0","region","country","points","1","11"
"80","0.942744043137167","15.8674531985019","0","0","0","region","country","points","1","11"
"766","1.02255952066401","16.2838464867225","0","0","0","region","country","points","1","11"
"19","1.2100582526169","15.9004616333056","0","0","0","region","country","points","1","11"
"391","1.35859620909906","16.524375163284","0","0","0","region","country","points","1","11"
"311","1.47439629174818","16.0719972699085","0","0","0","region","country","points","1","11"
"875","1.12401987345237","16.6469392695634","0","0","0","region","country","points","1","11"
"323","1.21898676366228","16.1726459399657","0","0","0","region","country","points","1","11"
"432","1.3234232867991","16.6028378361781","0","0","0","region","country","points","1","11"
"702","1.36427798885521","16.1052762656532","0","0","0","region","country","points","1","11"
"235","1.23900827327918","16.0446706148661","0","0","0","region","country","points","1","11"
"673","0.932192166447177","15.9402340916347","0","0","0","region","country","points","1","11"
"327","0.849400518571874","16.0089565706522","0","0","0","region","country","points","1","11"
"94","1.13240726261621","15.850137298277","0","0","0","region","country","points","1","11"
"719","0.862116882788015","15.8642064672097","0","0","0","region","country","points","1","11"
"65","1.16974467244233","16.5995911048859","0","0","0","region","country","points","1","11"
"802","1.07044880718012","16.2500263690958","0","0","0","region","country","points","1","11"
"22","1.06720207589089","16.7286486737496","0","0","0","region","country","points","1","11"
"576","1.50361687335123","16.6639846088473","0","0","0","region","country","points","1","11"
"362","1.20194142439383","15.9721602826743","0","0","0","region","country","points","1","11"
"179","0.875103807944925","16.5925565204196","0","0","0","region","country","points","1","11"
"640","0.908382803659508","16.2270286891096","0","0","0","region","country","points","1","11"
"824","0.880515026760305","15.9621495278568","0","0","0","region","country","points","1","11"
"449","0.828837887073433","16.6634434869652","0","0","0","region","country","points","1","11"
"672","1.02905298324247","16.6715603151957","0","0","0","region","country","points","1","11"
"886","1.56124635373502","16.8062996638207","0","0","0","region","country","points","1","11"
"21","0.875644929826463","15.9383401650476","0","0","0","region","country","points","1","11"
"382","1.17894374442847","16.7061921156455","0","0","0","region","country","points","1","11"
"737","0.974129112266367","16.196455302775","0","0","0","region","country","points","1","11"
"457","0.96790621062868","15.9180480944715","0","0","0","region","country","points","1","11"
"429","1.39512193610288","16.0939127061306","0","0","0","region","country","points","1","11"
"744","1.26768773300069","15.8747583439093","0","0","0","region","country","points","1","11"
"356","1.31665926327988","16.5603597684389","0","0","0","region","country","points","1","11"
"868","0.989280524949428","16.0701033433214","0","0","0","region","country","points","1","11"
"285","1.18489608512539","16.2770824631972","0","0","0","region","country","points","1","11"
"717","1.50902809216661","16.4402307106286","0","0","0","region","country","points","1","11"
"898","1.11617360617007","15.8558190780383","0","0","0","region","country","points","1","11"
"656","0.914064583415656","16.0847136341362","0","0","0","region","country","points","1","11"
"570","1.06990768529858","15.8636653453277","0","0","0","region","country","points","1","11"
"804","1.45599814777589","16.5403382588038","0","0","0","region","country","points","1","11"
"426","1.54230708788119","16.5373620884527","0","0","0","region","country","points","1","11"
"602","1.32288216491756","16.0839019513131","0","0","0","region","country","points","1","11"
"685","1.26579380641531","15.9107429490641","0","0","0","region","country","points","1","11"
"883","1.36995976861136","16.2364983220451","0","0","0","region","country","points","1","11"
"830","1.53743699094735","16.2919633149529","0","0","0","region","country","points","1","11"
"37","1.48224255903048","16.0668566120292","0","0","0","region","country","points","1","11"
"456","1.26768773300069","16.7264841862215","0","0","0","region","country","points","1","11"
"210","1.45843319624281","15.927517727407","0","0","0","region","country","points","1","11"
"159","0.999020718817111","16.0931010233076","0","0","0","region","country","points","1","11"
"695","1.31936487268757","15.927788288348","0","0","0","region","country","points","1","11"
"337","1.27445175651992","16.1880679136035","0","0","0","region","country","points","1","11"
"465","1.46438553693973","16.0738911964956","0","0","0","region","country","points","1","11"
"216","1.46492665882127","15.9865000125481","0","0","0","region","country","points","1","11"
"370","1.40594437373363","16.5227517976379","0","0","0","region","country","points","1","11"
"79","1.0409576646363","16.7297309175137","0","0","0","region","country","points","1","11"
"679","1.09534041373086","15.9935345970144","0","0","0","region","country","points","1","11"
"335","1.47574909645203","16.4754036329605","0","0","0","region","country","points","1","11"
"224","0.870504271951853","16.0062509612421","0","0","0","region","country","points","1","11"
"772","0.827214521428819","16.1923968886598","0","0","0","region","country","points","1","11"
"31","1.38294669376827","16.8504010972059","0","0","0","region","country","points","1","11"
"843","0.947884701011777","15.9112840709462","0","0","0","region","country","points","1","11"
"860","1.29230877861067","16.0251902271131","0","0","0","region","country","points","1","11"
"561","1.45843319624281","16.0784907324928","0","0","0","region","country","points","1","11"
"340","1.22791527470765","16.3663675737318","0","0","0","region","country","points","1","11"
"64","1.55745850056425","16.1420725536311","0","0","0","region","country","points","1","11"
"675","0.959789382405612","16.6731836808417","0","0","0","region","country","points","1","11"
"805","1.47872526680048","16.3360647483382","0","0","0","region","country","points","1","11"
"473","1.00497305951403","16.5035419708259","0","0","0","region","country","points","1","11"
"623","1.31178916634603","15.9965107673656","0","0","0","region","country","points","1","11"
"305","1.11022126547316","15.9762186967895","0","0","0","region","country","points","1","11"
"403","1.02039503313786","16.4894728018932","0","0","0","region","country","points","1","11"
"628","1.18462552418462","16.2670717083796","0","0","0","region","country","points","1","11"
"412","1.11346799676238","16.2532731003879","0","0","0","region","country","points","1","11"
"711","0.83749583717804","16.2508380519188","0","0","0","region","country","points","1","11"
"665","0.851565006098026","16.6623612432012","0","0","0","region","country","points","1","11"
"866","1.14377082212851","15.9946168407785","0","0","0","region","country","points","1","11"
"589","1.21979844648459","15.8441849575747","0","0","0","region","country","points","1","11"
"302","1.35697284345445","16.0462939805122","0","0","0","region","country","points","1","11"
"709","1.31665926327988","15.8953209754263","0","0","0","region","country","points","1","11"
"732","1.30610738658989","16.8485071706189","0","0","0","region","country","points","1","11"
"290","1.32396440868064","16.4323844433392","0","0","0","region","country","points","1","11"
"239","1.11644416711084","16.2110655935897","0","0","0","region","country","points","1","11"
"474","0.842907055993419","16.0140972285315","0","0","0","region","country","points","1","11"
"217","0.864281370314167","16.3182077262313","0","0","0","region","country","points","1","11"
"42","1.23900827327918","16.7592220600842","0","0","0","region","country","points","1","11"
"794","1.55556457397887","16.5473728432702","0","0","0","region","country","points","1","11"
"401","1.35426723404676","16.5284335773992","0","0","0","region","country","points","1","11"
"814","0.882408953345688","15.8747583439093","0","0","0","region","country","points","1","11"
"133","1.26471156265223","16.2427212236884","0","0","0","region","country","points","1","11"
"627","0.843177616934188","16.6177186879339","0","0","0","region","country","points","1","11"
"58","1.23657322481226","16.8341674407451","0","0","0","region","country","points","1","11"
"516","1.05150954132629","15.9959696454836","0","0","0","region","country","points","1","11"
"564","1.34858545429061","15.8717821735581","0","0","0","region","country","points","1","11"
"890","1.34939713711292","16.7145795048169","0","0","0","region","country","points","1","11"
"180","1.12780772662314","16.3836834739567","0","0","0","region","country","points","1","11"
"380","1.0993988278424","16.0979711202459","0","0","0","region","country","points","1","11"
"393","1.02147727690094","16.0487290289813","0","0","0","region","country","points","1","11"
"4","1.4768313402151","15.94699811516","0","0","0","region","country","points","1","11"
"647","1.40053315491825","16.4326550042802","0","0","0","region","country","points","1","11"
"498","1.14431194401005","16.2616604895594","0","0","0","region","country","points","1","11"
"667","1.00578474233634","16.2819525601354","0","0","0","region","country","points","1","11"
"550","1.57152766948424","16.7267547471625","0","0","0","region","country","points","1","11"
"688","1.44409346638206","16.4789209251936","0","0","0","region","country","points","1","11"
"8","1.45951544000589","16.3950470334793","0","0","0","region","country","points","1","11"
"584","1.44679907578975","16.5473728432702","0","0","0","region","country","points","1","11"
"817","1.00686698609941","15.86961768603","0","0","0","region","country","points","1","11"
"818","1.16487457550849","16.6734542417828","0","0","0","region","country","points","1","11"
"38","1.18841337735539","15.870158807912","0","0","0","region","country","points","1","11"
"223","1.50524023899584","16.3839540348977","0","0","0","region","country","points","1","11"
"557","1.37726491401212","16.5411499416269","0","0","0","region","country","points","1","11"
"283","1.27823960969068","16.0668566120292","0","0","0","region","country","points","1","11"
"260","1.05773244296398","15.9762186967895","0","0","0","region","country","points","1","11"
"693","0.98359874519328","15.9789243061997","0","0","0","region","country","points","1","11"
"734","1.19111898676308","15.9607967231517","0","0","0","region","country","points","1","11"
"361","1.00930203456633","16.3820601083106","0","0","0","region","country","points","1","11"
"83","1.55015335516349","15.8644770281507","0","0","0","region","country","points","1","11"
"530","1.23062088411534","15.8260573745267","0","0","0","region","country","points","1","11"
"295","1.00930203456633","16.7578692553791","0","0","0","region","country","points","1","11"
"587","0.88430287993107","15.8866630253139","0","0","0","region","country","points","1","11"
"425","1.32125879927295","15.8991088286005","0","0","0","region","country","points","1","11"
"555","1.31801206798372","15.9261649227019","0","0","0","region","country","points","1","11"
"229","1.12780772662314","16.5076003849411","0","0","0","region","country","points","1","11"
"164","1.25957090477762","16.120698239291","0","0","0","region","country","points","1","11"
"859","0.84263649505265","16.6639846088473","0","0","0","region","country","points","1","11"
"882","1.0531329069709","16.5222106757559","0","0","0","region","country","points","1","11"
"507","1.31314197104988","16.0933715842486","0","0","0","region","country","points","1","11"
"331","1.21736339801767","16.8057585419386","0","0","0","region","country","points","1","11"
"887","1.10210443725009","15.9245415570558","0","0","0","region","country","points","1","11"
"524","1.13267782355698","15.9191303382356","0","0","0","region","country","points","1","11"
"172","1.34966769805369","15.8558190780383","0","0","0","region","country","points","1","11"
"7","1.33045787125909","15.8490550545129","0","0","0","region","country","points","1","11"
"526","0.893501951917215","16.2511086128598","0","0","0","region","country","points","1","11"
"120","1.57342159606962","16.1815744510192","0","0","0","region","country","points","1","11"
"208","1.37726491401212","16.5646887434951","0","0","0","region","country","points","1","11"
"183","1.48657153408278","15.8544662733332","0","0","0","region","country","points","1","11"
"510","1.01687774090786","15.831198032406","0","0","0","region","country","points","1","11"
"213","0.987386598364046","16.6696663886086","0","0","0","region","country","points","1","11"
"26","1.3818644500052","16.7968300308852","0","0","0","region","country","points","1","11"
"841","1.58018561958885","16.1702108914966","0","0","0","region","country","points","1","11"
"718","0.974129112266367","15.8715116126171","0","0","0","region","country","points","1","11"
"641","1.47980751056356","16.4892022409522","0","0","0","region","country","points","1","11"
"459","1.55042391610426","15.9862294516071","0","0","0","region","country","points","1","11"
"881","1.22331573871458","15.909119583418","0","0","0","region","country","points","1","11"
"186","1.36454854979598","16.0154500332366","0","0","0","region","country","points","1","11"
"486","1.05123898038552","16.6818416309542","0","0","0","region","country","points","1","11"
"608","1.38321725470904","16.0503523946274","0","0","0","region","country","points","1","11"
"869","1.50361687335123","16.4924489722444","0","0","0","region","country","points","1","11"
"185","0.98900996400866","15.9026261208337","0","0","0","region","country","points","1","11"
"540","0.851023884216488","16.0078743268882","0","0","0","region","country","points","1","11"
"579","0.818556571324212","16.696993043651","0","0","0","region","country","points","1","11"
"642","1.45004580707897","16.5503490136214","0","0","0","region","country","points","1","11"
"304","1.20491759474229","16.0882309263694","0","0","0","region","country","points","1","11"
"660","1.00551418139557","16.1656113554994","0","0","0","region","country","points","1","11"
